id;type;source;label;remarks;geom;fk;creator;created;last_editor;last_edited;area;perimeter;length;latitude;longitude
620;Market in Ouaga;WASCAL;Zabre Daaga;;0101000020E610000028FDE9536E47F8BF18191BF0D8BB2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
566;Market in Ouaga;WASCAL;Nabig yaar;;0101000020E61000000A5D423818E6F7BF7681BC8FECBB2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
585;Market in Ouaga;WASCAL;Marché de Tampouy;;0101000020E6100000B6174E8BF243F9BFF40DC97E80CD2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
587;Market in Ouaga;WASCAL;Poussière yaar;;0101000020E610000071CBDE5C79EAF8BF035D8F120ECA2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
600;Market in Ouaga;WASCAL;Marché de Kilwin;Maybe also called Marché de Naab-pougo (same location);0101000020E6100000C0D93021B249F9BFAD3930015AAF2840;;;2014-05-21 13:49:47.74048+02;7;2015-09-10 11:01:59.273685+02;0;0;0;12.3424835559243;-1.58049214329877
784;Road market;Market checklist;Bendogo road market;estimated location by using market GPS shpfile;0101000020E6100000B8F55BF8244DF7BFCD6F3637F7CA2840;0;56;2015-09-16 15:09:03.222406+02;;;0;0;0;12.3964173559142;-1.45633408561058
628;Market in Ouaga;WASCAL;Marché de Rimkièta;;0101000020E61000008A154CA2515CF9BFC7D60EE5BABE2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
614;Market in Ouaga;WASCAL;Zemstaaba yaar de Kaar-paala;;0101000020E6100000E49EAF8C3CD1F7BF1A0E5A0E50AB2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
576;Market in Ouaga;WASCAL;Marché de Kossodo;;0101000020E6100000B3FED08D219CF7BF50F3680EBBD42840;;;2014-05-21 13:49:47.74048+02;7;2015-08-04 13:58:13.037242+02;0;0;0;12.4154896262277;-1.47561793705965
575;Market in Ouaga;WASCAL;Marché de Somgandé;;0101000020E6100000ED1C235B25F1F7BFC311EC176FD32840;;;2014-05-21 13:49:47.74048+02;;;;;;;
622;Market in Ouaga;WASCAL;Tambogdo yaar;;0101000020E61000001F8B18F2A894F7BF807509FBE4AE2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
593;Market in Ouaga;WASCAL;Sankaryaré;;0101000020E61000000860215B3975F8BFF1E0CF85FAC12840;;;2014-05-21 13:49:47.74048+02;;;;;;;
763;Market in Ouaga;Market checklist;Sachet yaar;exact location unknown;0101000020E6100000AFB72FE87F87F7BF4093B3CA87A62840;0;7;2015-09-10 11:21:03.656424+02;;;0;0;0;12.3252547592361;-1.47058096597491
603;Market in Ouaga;WASCAL;Marché de Paag-la-yiri;;0101000020E6100000ECA329FB9F88F8BF40DDD77125AB2840;;;2014-05-21 13:49:47.74048+02;1;2014-08-29 15:39:42.208895+02;0;0;0;12.33427005539;-1.53335569487012
607;Market in Ouaga;WASCAL;Site provisoire des déplacés de Rood-woko;;0101000020E6100000799EE61F4778F8BF9F206DFE59A72840;;;2014-05-21 13:49:47.74048+02;;;;;;;
617;Market in Ouaga;WASCAL;Marché de Cissin;;0101000020E61000007E1318E4E7DDF8BFA2DE85659DAC2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
615;Market in Ouaga;WASCAL;Marché de Zogona;;0101000020E610000085762AB707EBF7BFB18C29F979C22840;;;2014-05-21 13:49:47.74048+02;;;;;;;
599;Market in Ouaga;WASCAL;Pissy yaar;;0101000020E6100000342DA4A8C21BF9BF69D76DED61AC2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
598;Market in Ouaga;WASCAL;Naab-raga;;0101000020E6100000F9AEE0AE2681F8BF6A62D17CF6B32840;;;2014-05-21 13:49:47.74048+02;;;;;;;
597;Market in Ouaga;WASCAL;Affaires yaar;;0101000020E6100000101CD0B4DC8BF8BFF64617C0CDB22840;;;2014-05-21 13:49:47.74048+02;;;;;;;
787;Road market;Market checklist;Larlé road market;location estimated by using Market GPS shpfile;0101000020E610000074AFEBCBBB9CF8BFDDEFD15C03BF2840;0;56;2015-09-16 15:21:28.409619+02;;;0;0;0;12.3730725294371;-1.53826503426077
568;Market in Ouaga;WASCAL;Marché de Dassasgho;;0101000020E61000000F650B13F8A6F7BFA59A6C2C85C72840;;;2014-05-21 13:49:47.74048+02;7;2015-07-30 16:04:03.308962+02;0;0;0;12.389687908418;-1.4782639259268
788;Road market;Market checklist;Avenue de l'Armée road market;location estimated by using Market GPS shpfile;0101000020E61000000143FD72A480F8BF1B3E0BA33EBF2840;0;56;2015-09-16 15:25:50.976419+02;;;0;0;0;12.3735247565483;-1.53140683095643
789;Road market;Market checklist;Secteur 30 road market;location estimated by using Market GPS shpfile;0101000020E6100000433FFD224B94F7BF6EAF0D1733B12840;0;56;2015-09-16 15:31:15.514786+02;;;0;0;0;12.3460929111677;-1.47370446841883
574;Market in Ouaga;WASCAL;Katre yaar;;0101000020E61000003C891A4E5EACF7BF0BD2AFD835B42840;;;2014-05-21 13:49:47.74048+02;;;;;;;
595;Market in Ouaga;WASCAL;Marché de fruits de la commune de Ouagadougou;;0101000020E61000007C55D4CA1193F8BF02F578EEBCB62840;;;2014-05-21 13:49:47.74048+02;;;;;;;
596;Market in Ouaga;WASCAL;Marché de cycles de Samandin;;0101000020E6100000217E8D08AC91F8BF08100460FAB52840;;;2014-05-21 13:49:47.74048+02;;;;;;;
606;Market in Ouaga;WASCAL;Marché de Song-naaba;;0101000020E6100000A5366B567984F8BF6AF36A3204A22840;;;2014-05-21 13:49:47.74048+02;;;;;;;
803;Market in Ouaga;Market checklist;Marché de Singuinvousse;estimated location by using googlemaps;0101000020E61000007BF9FBB9E996F7BFB2C96D5328D52840;0;56;2015-09-16 17:39:18.788509+02;7;2015-09-25 10:27:52.475857+02;0;0;0;12.416323287155;-1.47434399271114
791;Road market;Market checklist;Ghana Embassy road market;location estimated by using Market GPS shpfile;0101000020E6100000C8CEEBBD3A2EF8BF2855B5A2A9C12840;0;56;2015-09-16 15:40:52.896924+02;;;0;0;0;12.3782473417619;-1.51128648937167
570;Market in Ouaga;WASCAL;Marché de Bendogo;;0101000020E610000097CFA662FD4BF7BF39958B6954CB2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
792;Road market;Market checklist;Avenue de la revolution road market;location estimated by using Market GPS shpfile;0101000020E61000000C44FD02EA5FF8BFC85AEE887FB22840;0;56;2015-09-16 15:54:01.174558+02;;;0;0;0;12.3486292639694;-1.52341653030112
793;Road market;Market checklist;Scholastica road market;location estimated by using Market GPS shpfile;0101000020E6100000273AFDA2BAD1F7BF36C1A88857C02840;0;56;2015-09-16 15:58:42.447379+02;7;2015-09-25 10:45:46.054966+02;0;0;0;12.3756678300857;-1.48870338122982
623;Market in Ouaga;WASCAL;Marché de Goundri;;0101000020E6100000162A3C911A40F7BFEDB042C2C0C72840;;;2014-05-21 13:49:47.74048+02;;;;;;;
794;Road market;Market checklist;ZAD road market;location estimated by using Market GPS shpfile;0101000020E6100000D73DFDA28A01F8BFA17A875B47AC2840;0;56;2015-09-16 16:01:13.843084+02;;;0;0;0;12.3364819147949;-1.50037635486284
624;Market in Ouaga;WASCAL;Marché de Tabtenga;;0101000020E6100000386D7853C141F7BF9B5185DAAFC02840;;;2014-05-21 13:49:47.74048+02;;;;;;;
795;Road market;Market checklist;Marché de la circulaire;location estimated by using Market GPS shpfile;0101000020E6100000F03DFD62B96CF8BFD45A155B11AA2840;0;56;2015-09-16 16:04:55.362233+02;7;2015-09-25 12:00:09.18042+02;0;0;0;12.3321636642044;-1.52654398601214
629;Market in Ouaga;WASCAL;Marché de Nioko II;;0101000020E6100000163930A85262F7BF84606D187DDB2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
572;Market in Ouaga;WASCAL;Marché de Londogo;;0101000020E6100000BD775A13B95CF7BFA3247AB9F7C72840;;;2014-05-21 13:49:47.74048+02;;;;;;;
580;Market in Ouaga;WASCAL;Kwassa yaar;;0101000020E61000005A3675EFAF5CF8BF88C04567A7CA2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
796;Road market;Market checklist;Saab yaar road market;location estimated by using Market GPS shpfile;0101000020E61000004C3FFDB6CA43F8BF334D40D57AC82840;0;56;2015-09-16 16:09:31.895377+02;;;0;0;0;12.3915621415132;-1.51655074577498
797;Road market;Market checklist;Hopital yalgado road market;location estimated by using Market GPS shpfile;0101000020E61000001641FD429A15F8BF34BA829320C42840;0;56;2015-09-16 16:12:36.024961+02;;;0;0;0;12.3830610367851;-1.50527406852422
786;Road market;Market checklist;Gounghin road market;location estimated by using Market GPS shpfile;0101000020E61000004C42FD68CABEF8BF3A8567C23ABC2840;0;56;2015-09-16 15:17:11.329647+02;;;0;0;0;12.3676357985847;-1.54657975207751
798;Road market;Market checklist;Train station road market;location estimated by using Market GPS shpfile;0101000020E61000002C43FD02CD6DF8BFBC584DD18EBE2840;0;56;2015-09-16 16:21:01.33169+02;;;0;0;0;12.3721833617131;-1.5268068424959
764;Market in Ouaga;Market checklist;Chateau yaar;exact location unknown;0101000020E6100000A141FDE247A9F8BF1F6C743AF5A62840;0;7;2015-09-10 11:24:58.726433+02;;;0;0;0;12.3260896937482;-1.54132832210244
804;Road market;Market checklist;Tampouy road market;estimate according to googlemaps;0101000020E6100000432C43E1B82AF9BF39DFCA7C46C72840;0;7;2015-09-25 10:12:45.6672+02;;;0;0;0;12.3892096517226;-1.57293022149203
577;Market in Ouaga;WASCAL;Saabin yaar;;0101000020E6100000443008750342F8BF4E9734CB08C92840;;;2014-05-21 13:49:47.74048+02;;;;;;;
579;Market in Ouaga;WASCAL;Marché de Tanghin;;0101000020E610000085462CA7E98FF8BF37C3787F5FCD2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
578;Market in Ouaga;WASCAL;Marché de bétail de Tanghin;;0101000020E61000005CDEE51A697FF8BFFA421D7733C92840;;;2014-05-21 13:49:47.74048+02;;;;;;;
594;Market in Ouaga;WASCAL;Koursin yaar;;0101000020E6100000FBFB2F6A8A87F8BFE0551BA59DC22840;;;2014-05-21 13:49:47.74048+02;;;;;;;
604;Market in Ouaga;WASCAL;Koukin yaar;;0101000020E61000005B6564C23699F8BF283525BDD9AF2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
616;Market in Ouaga;WASCAL;Saale yaar;;0101000020E6100000FB6059BE11CCF8BF6036BF213FAC2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
605;Market in Ouaga;WASCAL;Taambi yaar;;0101000020E61000006402F2E0EB95F8BF99F8D9BCDFA62840;;;2014-05-21 13:49:47.74048+02;;;;;;;
589;Market in Ouaga;WASCAL;Marché de bétail de Gounghin Sud;;0101000020E61000007F8D14A19DE2F8BF48E7C219B9B12840;;;2014-05-21 13:49:47.74048+02;;;;;;;
588;Market in Ouaga;WASCAL;Baskuy yaar;;0101000020E61000005177BD3F44DCF8BFF75E13D20AC52840;;;2014-05-21 13:49:47.74048+02;;;;;;;
582;Market in Ouaga;WASCAL;Woghodogo naab yaar (dix yaar);;0101000020E61000005E64763BC8D9F8BF909A901BBAC02840;;;2014-05-21 13:49:47.74048+02;7;2015-07-31 11:23:09.374118+02;0;0;0;12.3764198888796;-1.55316947200324
581;Market in Ouaga;WASCAL;Laafi yaar;;0101000020E61000003B63A75B700CF9BF1AD29B2612C02840;;;2014-05-21 13:49:47.74048+02;;;;;;;
765;Market in Ouaga;Market checklist;Marché de Mankougdougou;estimate according to googlemaps;0101000020E61000003E40FDA2D2C7F8BFA5547CA36DB92840;0;7;2015-09-10 11:28:19.6757+02;;;0;0;0;12.3621646012564;-1.54878486316376
799;Market in Ouaga;Market checklist;Marché de Naab-pougo;location estimated by using Marche_ouagadougou Shpfile;0101000020E6100000663AFD66D64AF9BF282CB7A29CAF2840;0;56;2015-09-16 16:45:19.149175+02;;;0;0;0;12.3429919098472;-1.58077087621828
626;Market in Ouaga;WASCAL;Marché de Boulmiougou;;0101000020E61000008D697CF36E89F9BF3C07ADE165AD2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
583;Market in Ouaga;WASCAL;Marché de Toécé;;0101000020E610000015A7F83EC340F9BFE0B091B6E2C72840;;;2014-05-21 13:49:47.74048+02;7;2014-11-03 11:04:37.39189+01;0;0;0;12.3904015591474;-1.57831120107807
584;Market in Ouaga;WASCAL;Marché de bétail de Toécé;;0101000020E610000066D4F0125257F9BF3AAA59F40FC82840;;;2014-05-21 13:49:47.74048+02;;;;;;;
590;Market in Ouaga;WASCAL;Marché de Gounghin sud;;0101000020E6100000F60794FEB7BDF8BF6F3D6B857FB62840;;;2014-05-21 13:49:47.74048+02;;;;;;;
766;Market in Ouaga;Market checklist;Nagrin yaar;estimate according to googlemaps;0101000020E61000003042FD62E4B9F8BF5570B8BBB48D2840;0;7;2015-09-10 11:36:41.420282+02;;;0;0;0;12.2767695105214;-1.54538382213299
800;Road market;Market checklist;Somgande road market;location estimated by using Market GPS shpfile;0101000020E6100000426D56C60AD0F7BF3076DD7A66CF2840;0;56;2015-09-16 16:49:09.204078+02;;;0;0;0;12.4050787349071;-1.48829152560832
771;Road market;Market checklist;Nioko 1 road market;estimated location;0101000020E6100000643BFD226F16F7BFC8876C8612CD2840;0;56;2015-09-15 13:59:22.717108+02;;;0;0;0;12.4005319602474;-1.442977081944
772;Road market;Market checklist;Kamboinsin road market;Estimated location;0101000020E61000004CB695D866D5F8BFB6719F6973E72840;0;56;2015-09-15 14:02:54.514643+02;;;0;0;0;12.4520524031767;-1.55210003474658
808;Road market;Market checklist;Kossoghin road market;exact location unknown;0101000020E61000003A41FDA230E2F8BFBFECFAF270CD2840;0;7;2015-09-25 10:50:36.666183+02;;;0;0;0;12.401252358561;-1.55522216479956
619;Market in Ouaga;WASCAL;Marché de Zangouettin;;0101000020E610000081908A22674FF8BF70A9DAC821B72840;;;2014-05-21 13:49:47.74048+02;;;;;;;
586;Market in Ouaga;WASCAL;Tampouy naab yaar;;0101000020E6100000E61BEB198100F9BFE35F423CF5CB2840;;;2014-05-21 13:49:47.74048+02;;;;;;;
767;Market in Ouaga;Market checklist;Poissonnerie Grand Marché;estimate according to googlemaps;0101000020E61000004141FD82E45DF8BFC515416EAFBC2840;0;7;2015-09-10 11:39:27.925488+02;;;0;0;0;12.3685259298753;-1.52292300384222
778;Road market;Market checklist;Bonheurville road market;location unsure;0101000020E6100000203AFD02356FF8BFFC2B4CFB00BC2840;0;56;2015-09-15 15:36:48.393745+02;;;0;0;0;12.3671949892505;-1.52715016524929
602;Market in Ouaga;WASCAL;Marché de Kouritenga;;0101000020E6100000F5487463AFBFF8BF32269218F5A62840;;;2014-05-21 13:49:47.74048+02;7;2015-09-25 11:17:25.729089+02;0;0;0;12.3260886839299;-1.54679812287628
571;Market in Ouaga;WASCAL;Marché de la Trame d'accueil;;0101000020E610000087E32313E360F7BF5A024A661BC12840;;;2014-05-21 13:49:47.74048+02;;;;;;;
601;Market in Ouaga;WASCAL;Marché de Bon-naam;;0101000020E61000003AB1852A444AF9BF7889E3A15AA72840;;;2014-05-21 13:49:47.74048+02;;;;;;;
770;Road market;Market checklist;Zone du bois road market;;0101000020E6100000AB43FD228ADCF7BF053562F859C62840;0;7;2015-09-10 11:53:32.039163+02;;;0;0;0;12.387405168522;-1.49134267490102
811;Road market;Market checklist;Dagnoen road market;location unknown;0101000020E6100000B841FDE2A6D2F7BF75F5F30AD1B82840;0;7;2015-09-25 11:10:39.002467+02;;;0;0;0;12.3609698698808;-1.4889286867875
773;Road market;Market checklist;1200 logements road market;Estimated location;0101000020E6100000053EFD22E3ECF7BFFD8A9AFC39BC2840;0;56;2015-09-15 14:18:48.646131+02;;;0;0;0;12.3676299036647;-1.49533380191485
774;Road market;Market checklist;Koulba road market;Estimated location(Koulouba);0101000020E61000004D42FD22BF3DF8BF02DCC58E6FBC2840;0;56;2015-09-15 14:39:28.481776+02;;;0;0;0;12.3680386177566;-1.51507486026471
775;Road market;Market checklist;Paspanga road market;estimated location by using googlemaps;0101000020E61000007D41FDC27451F8BF595C5B52ABC02840;0;56;2015-09-15 14:55:50.864832+02;56;2015-09-15 14:56:13.838873+02;0;0;0;12.3763070808911;-1.51988674323738
812;Road market;Market checklist;Kalgondin road market;exact location unknown;0101000020E61000002143FD62C6F6F7BFAE8291761FB62840;0;7;2015-09-25 11:35:37.020508+02;;;0;0;0;12.3557087948442;-1.49774779002855
785;Road market;Market checklist;Tanghin road market;location estimated by using Market GPS shpfile;0101000020E61000002442FD022057F8BFB8F67DF83AC82840;0;56;2015-09-16 15:13:34.527546+02;;;0;0;0;12.3910749105229;-1.5212707630891
779;Road market;Market checklist;Signonghin road market;location unsure;0101000020E6100000D63EFD82CB39F9BFDE1706EF06C92840;0;56;2015-09-15 15:46:24.560047+02;;;0;0;0;12.3926310248316;-1.57661009948418
816;Road market;Market checklist;Ouidi road market;exact location unknown;0101000020E61000005B45FDE28AB1F8BF512695BBC4C02840;0;7;2015-09-25 11:53:46.620425+02;;;0;0;0;12.3765009517257;-1.54334534328185
780;Road market;Market checklist;Dapoya road market;estimated location by using googlemaps;0101000020E61000006A3FFDC27064F8BF0BC5F07677C22840;0;56;2015-09-15 15:50:31.216447+02;;;0;0;0;12.3798176926525;-1.52452160041499
768;Road market;Market checklist;Balkuy road market;exact location unknown;0101000020E61000004C41FDE23580F7BF7ABAE11011972840;0;7;2015-09-10 11:49:35.796055+02;;;0;0;0;12.2950520778224;-1.46880139033972
776;Road market;Market checklist;Ouaga 2000 road market;estimated location by using googlemaps;0101000020E61000000444FD62FE27F8BFA6415B6394A02840;0;56;2015-09-15 15:05:18.057089+02;;;0;0;0;12.3136321114442;-1.50976408641532
777;Road market;Market checklist;Patte d'oie road market;estimated location by using googlemaps;0101000020E61000000043FD22FF1BF8BFA8383E9919AA2840;0;56;2015-09-15 15:08:40.644908+02;;;0;0;0;12.3322265518621;-1.506835114171
781;Road market;Market checklist;Cité Azimo road market;estimated location by using googlemaps;0101000020E61000005844FDC21277F8BFEC9E6730599C2840;0;56;2015-09-15 15:52:53.121045+02;7;2015-09-25 11:27:53.072936+02;0;0;0;12.3053679586878;-1.52907062690453
782;Road market;Market checklist;SOCOGIB road market;location unsure;0101000020E6100000B70DCA8B9ECDF7BFC35DD3D0BBC52840;0;56;2015-09-15 15:59:59.814801+02;;;0;0;0;12.3861985452667;-1.48770002942261
769;Road market;Market checklist;Kamsaoghin road market;exact location unknown;0101000020E6100000CC41FD7A0257F8BF8CD637C36EB32840;0;7;2015-09-10 11:51:57.971001+02;;;0;0;0;12.3504544263517;-1.52124259989442
815;Road market;Market checklist;Samandin road market;exact location unknown;0101000020E61000002341FDE2A08CF8BFCD7FC63A02B42840;0;7;2015-09-25 11:46:18.486361+02;;;0;0;0;12.3515795104321;-1.53433312099157
802;Road market;Market checklist;Pissy road market;estimated location by using googlemaps;0101000020E61000002043FD2E971CF9BF64E226A12EAC2840;0;56;2015-09-16 17:24:27.386715+02;;;0;0;0;12.3362932548491;-1.56948011737058
790;Road market;Market checklist;Musée (Dassasgho) Market;location estimated by using Market GPS shpfile;0101000020E6100000E1E464894995F7BF321F25AA4BC02840;0;56;2015-09-16 15:35:18.076281+02;56;2015-09-16 17:03:58.815491+02;0;0;0;12.3755772753062;-1.47394708318307
817;Market in Ouaga;WASCAL;Marché de Wayalghin;;0101000020E61000007E44FE37A373F7BF30E6B0E382CC2840;0;56;2015-10-26 10:53:36.060262+01;;;0;0;0;12.39943610701;-1.46573182937962
818;Road market;Market checklist;Song-naaba road market;location unsure;0101000020E6100000D33A961DEC85F8BFFAC6681E8EA22840;0;56;2015-11-06 16:11:05.490185+01;;;0;0;0;12.3174905302908;-1.53269588048322
819;Road market;Market checklist;Trame d'accueil road market;location estimated by using Market GPS shpfile;0101000020E610000015B9C28C0C62F7BFC43B45D084C12840;0;56;2015-11-06 16:16:38.28571+01;;;0;0;0;12.377966412021;-1.46143774971603
820;Road market;Market checklist;Kouritenga road market;location unsure;0101000020E6100000A96ECF07BFBDF8BF88D6AFA14BA62840;0;56;2015-11-06 16:39:09.264192+01;;;0;0;0;12.324795773234;-1.546324759015
821;;Google Maps;Banogo;estimation according to google maps;0101000020E6100000209A7E31BCA804C09DFE5C650A6C2B40;0;58;2015-11-09 12:50:02.305737+01;;;0;0;0;13.7110168148059;-2.58239020030602
824;;Google Maps;Bonam;estimation according to google maps;0101000020E6100000B17CFAA59D73E3BF7E3B3ACE8B852940;0;58;2015-11-09 15:40:01.060449+01;;;0;0;0;12.7608322568974;-0.607863258530321
826;;Google Maps;Botou;;0101000020E61000005065FADDD56B00405ADBDDE57C532940;0;58;2015-11-09 15:49:34.505414+01;;;0;0;0;12.6630622704812;2.05265401287458
827;;Google Maps;Bouroum;estimation according to google maps;0101000020E61000007467168833BAE4BF8CCF2F1D673A2B40;0;58;2015-11-09 16:01:07.918667+01;;;0;0;0;13.61406794747;-0.64772965030282
828;;Google Maps;Brakina (Ouaga);;0101000020E610000083340BC43CA5F7BFD0B1E0EEC8D72840;0;58;2015-11-09 16:05:14.563827+01;;;0;0;0;12.4214548730169;-1.47784115390394
829;;Google Maps;Dana;estimation according to google maps;0101000020E610000047990522328801C0CD59CDFED0DD2740;0;58;2015-11-09 16:20:05.693729+01;;;0;0;0;11.9332351327584;-2.19150187091433
831;;Google Maps;Diébougou;;0101000020E6100000D39905A267F709C06268C04F96EF2540;0;58;2015-11-09 16:33:03.245579+01;;;0;0;0;10.9679436609624;-3.24580313281624
834;;Google Maps;Goaua;;0101000020E6100000D77CE7E2F46B09C090B07A97CFA92440;0;58;2015-11-10 10:14:55.076798+01;;;0;0;0;10.3316619241016;-3.1777131773848
835;;Google Maps;Guirgo;estimation according to google maps;0101000020E61000002DA27E71D38002C0505883DE6E342840;0;58;2015-11-10 11:04:59.978565+01;;;0;0;0;12.1024083648046;-2.31290329616265
837;;Google Maps;Marché de betail de tampouy (Ouaga);;0101000020E6100000AA40FD224052F9BFF191E9408EC72840;0;58;2015-11-10 12:15:43.747142+01;;;0;0;0;12.3897571835632;-1.58258069675143
839;;Google Maps;Marina Market (Ouaga);estimation according to google maps;0101000020E6100000B042FD524A55F8BF660869E8AEBB2840;0;58;2015-11-10 12:23:25.138019+01;;;0;0;0;12.3665688160147;-1.52082283418364
840;;Google Maps;Sindou;;0101000020E61000005350BF988EA814C0B0820ABE1E512540;0;58;2015-11-12 10:59:29.611179+01;;;0;0;0;10.6584376705008;-5.16460646312415
844;;Google Maps;Zam;;0101000020E61000007E83FAC50A93EBBFFFD38F9F76A22840;0;58;2015-11-12 12:15:51.017973+01;;;0;0;0;12.3173112738677;-0.861699473072903
845;;Google Maps;Lâ-Todin;;0101000020E610000055A37E319CAB03C004281C21FBCF2940;0;58;2015-12-09 10:36:18.24114+01;;;0;0;0;12.9062128397818;-2.45879400890082
847;;Google Maps;Bazilakoa;;0101000020E6100000119F7E31FE0F01C02AC4C8BFF1992740;0;58;2015-12-19 15:37:50.064916+01;;;0;0;0;11.8006725246979;-2.13280905406635
849;;Estimation according to Google;Kaibo;;0101000020E6100000DA88CC4A5913F0BF6CAF048007812740;0;58;2015-12-23 12:00:04.721752+01;;;0;0;0;11.7520103460044;-1.00472382753701
848;;Google Maps;Garitenga;;0101000020E61000008941FD625637FABF5E42E1ED2F8F2940;0;58;2015-12-23 11:32:02.300931+01;7;2016-01-09 16:21:50.5973+01;0;0;0;12.779662545917;-1.63851011913002
841;;Google Maps;Sourou;estimation according to google maps;0101000020E6100000043CFD62201EFEBFDA562EF991D72640;0;58;2015-11-12 11:14:10.357121+01;58;2016-02-14 16:22:16.485197+01;0;0;0;11.4210355633799;-1.88235510509162
850;;Google Maps;Kamba;;0101000020E6100000C29E7E318EE207C0B3FCB9DC25432940;0;58;2015-12-23 12:06:16.37994+01;;;0;0;0;12.6311482407603;-2.98562277476944
851;;According to Google Maps;Koumdanioré;;0101000020E6100000643EFD42ABD5F9BF2A17228F75BB2840;0;58;2015-12-23 12:29:00.155009+01;;;0;0;0;12.3661312798609;-1.61466528098745
852;;According to Google Maps;Namassa;;0101000020E61000004E41FDE27DA0F8BF65DBFBA7AE922B40;0;58;2015-12-23 12:40:19.7648+01;;;0;0;0;13.7864887709563;-1.5391825548905
853;;According to openstreetMap;Nassoulou;;0101000020E6100000ECA07E3192F400C0B2E5286A80B32840;0;58;2015-12-23 12:52:45.086649+01;;;0;0;0;12.3505891013072;-2.11941946666422
854;;Estimation according to Googlemaps;Rambo;;0101000020E61000001BA27E31B4F000C0B0E66F914E382B40;0;58;2015-12-23 14:33:43.745516+01;;;0;0;0;13.6099744271372;-2.11753119151787
855;;Google Maps;Tikaré;;0101000020E61000006B3FFD6264A0FBBF4691828319942A40;0;58;2015-12-23 15:11:19.85966+01;;;0;0;0;13.2892571541676;-1.72665823619533
856;;Estimation according to Google Maps;Toubouri;;0101000020E6100000C0BF029D4FB1FA3FA163E58C09D42840;0;58;2015-12-23 15:17:59.253734+01;;;0;0;0;12.4141353635803;1.66828881580658
857;;Estimation according to Google Maps;Bissa;;0101000020E61000009DA07E31B6890BC0FD9607CF9DD72740;0;58;2015-12-23 15:48:56.994312+01;;;0;0;0;11.9211258599057;-3.44224203746496
858;;Estimation according to Google Maps;Yamanyé;;0101000020E61000006F44FDE238B5FBBFA278013F125E2A40;0;58;2016-01-05 11:12:23.705769+01;;;0;0;0;13.1837329568191;-1.73174370448785
859;;;Poro;;0101000020E6100000EB9D7E312EB80AC066E4FE77AA792A40;0;58;2016-01-05 11:37:28.699421+01;;;0;0;0;13.23762869822;-3.33993185680059
860;cities and towns outside Greater Ouagadougou;OSM;Nandiala;;0101000020E6100000F79E7E31725F01C0F4AB0BDF96A82840;0;7;2016-01-09 12:57:47.671345+01;;;0;0;0;12.3292760564563;-2.17160452525774
861;;Google Maps;Europe;;0101000020E61000009CAF4077970714408FD6748A36034840;0;58;2016-02-14 16:42:00.750726+01;58;2016-02-14 16:42:14.437069+01;0;0;0;48.0251019545077;5.00741373379051
863;;Estiamtion according to Google Maps;Bagandé;;0101000020E61000001603F58B85A9D6BFF0EA97057BB42940;0;58;2016-02-15 13:59:42.47523+01;;;0;0;0;12.8525010822245;-0.354096781422457
864;;OpenStreetMap;Tiébélé;;0101000020E6100000077EFA85E6E4EEBFBB5FC60CE8312640;0;58;2016-02-15 14:43:08.363986+01;;;0;0;0;11.0974735252529;-0.965441953350763
865;;OpenStreetMap;Yalgo;;0101000020E6100000C1FFF48B48CED0BFA9D3E820CE2B2B40;0;58;2016-02-15 15:40:08.619642+01;;;0;0;0;13.5855570110524;-0.262590538670334
866;;OpenStreetMap;Dissi;;0101000020E610000024A07EA1795809C0088D82E0207A2A40;0;58;2016-02-15 15:58:14.018633+01;;;0;0;0;13.2385320815433;-3.16820074241333
867;;Google Maps;Dubai;;0101000020E61000004816E8EEC2A64B400B89CC45CD1A3940;0;58;2016-02-15 16:01:34.992813+01;;;0;0;0;25.1046947121004;55.3028238900411
868;foreign country;Google Maps;Iran;;0101000020E61000002815E8E582B54940309FCD33D2CA4140;0;58;2016-02-16 15:12:40.634917+01;;;0;0;0;35.5845398668301;51.4180571921555
869;foreign country;Google Maps;Marocco;;0101000020E61000004652BF8848521BC0165A533884FD4040;0;58;2016-02-16 15:29:54.218428+01;;;0;0;0;33.9805975348465;-6.83035482089742
163;Locations within Greater Ouagadougou;WASCAL;Gonsé;;0101000020E610000053E0BD9FC308F5BF44528848A0ED2840;;;2014-05-21 13:49:47.74048+02;7;2016-02-22 12:10:36.848147+01;0;0;0;12.4641134897621;-1.31463968657592
