id;fk;creator;created;last_editor;last_edited;area;perimeter;length;latitude;longitude;geom;fclass_osm;label;source;type;remarks
164;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.6511537;11.0703822;0101000020E6100000E970BE220924264076AD1809C89A1A40;village;Gam;OSM;Settlement;
165;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9181001;9.7475569;0101000020E61000005CCC2AC7BF7E23403CD1BF6E22AC1740;village;Gana;OSM;Settlement;
166;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.8491468;10.4953937;0101000020E6100000F349383EA4FD244020031EBD86651B40;village;Gidan-Jikum;OSM;Settlement;
167;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9928537;9.9630769;0101000020E6100000EE105A6A18ED2340B3D9ECA3AEF81740;village;Njindom;OSM;Settlement;
168;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8380818;9.9333949;0101000020E6100000A281B3EFE5DD2340C37D891D325A1740;village;Guzang;OSM;Settlement;
169;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9098467;9.9197423;0101000020E6100000E27E7676E8D623407D7E73DAAEA31740;village;Gwofon;OSM;Settlement;
170;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.7000835;10.6097635;0101000020E6100000C896E5EB323825407AE063B0E2CC1A40;village;Jama;OSM;Settlement;
171;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8712314;9.9814313;0101000020E6100000A28AD1297EF6234041FE8815247C1740;village;Jemajema;OSM;Settlement;
172;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8165455;9.896027;0101000020E61000007EAA0A0DC4CA2340ACC8E88024441740;village;Jimako;OSM;Settlement;
173;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9620969;9.9602666;0101000020E6100000DAE15410A8EB2340F95404EE2FD91740;village;Jimda;OSM;Settlement;
174;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.4167776;10.7888405;0101000020E61000004485EAE6E29325404CD246BFC7AA1940;village;Jinego;OSM;Settlement;
175;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.2540821;10.6802687;0101000020E610000020FCD52D4C5C2540FAFE17192E041940;village;Kakaymfu;OSM;Settlement;
176;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.4579997;10.2949303;0101000020E6100000EE32B21A01972440AE4F94DFFDD41940;village;Kam;OSM;Settlement;
177;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3076163;10.6115803;0101000020E610000078C1960D21392540B9DD70C4FF3A1940;village;Ketzem;OSM;Settlement;
178;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.2296993;10.8223268;0101000020E6100000A93FB10408A5254008A8154B36EB1840;village;Kifem;OSM;Settlement;
179;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.2384238;10.6576494;0101000020E6100000D277126CB7502540285A5E5E25F41840;village;Kikaikom;OSM;Settlement;
180;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.1682385;10.2787331;0101000020E61000001AA0D91AB68E24405FB69DB646AC1840;village;Kikfuni;OSM;Settlement;
181;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3128527;10.7486065;0101000020E61000006325E659497F254077DC4B755C401940;village;Kishong;OSM;Settlement;
182;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3332645;10.078769;0101000020E610000093E00D6954282440D2AB014A43551940;village;Koa;OSM;Settlement;
183;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5855039;10.9433181;0101000020E610000021730A97FAE22540C9B898558E571A40;village;Koffa;OSM;Settlement;
184;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.6285256;10.9297806;0101000020E610000018E9EA330CDC25408CCB02379C831A40;village;Kom;OSM;Settlement;
185;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9834092;9.7590944;0101000020E61000004B276D05A8842340935742D202EF1740;village;Kong;OSM;Settlement;
186;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8450157;9.8357996;0101000020E61000000F05D8ECEDAB23401B6DB0CB4B611740;village;Korube;OSM;Settlement;
187;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5891186;10.28163;0101000020E61000001C25AFCE3190244079DC01E8415B1A40;village;Koskin;OSM;Settlement;
188;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3175129;10.2765598;0101000020E6100000CFC6003F998D2440833B061A22451940;village;Kujoa;OSM;Settlement;
189;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.4800609;10.1626689;0101000020E610000010278B5649532440725AA61595EB1940;village;Kumfutu;OSM;Settlement;
190;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8567454;9.8636059;0101000020E6100000EA43728D2ABA234067FE87AA4E6D1740;village;Kunok;OSM;Settlement;
191;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.6712668;10.0851553;0101000020E61000008229B979992B2440F28F639060AF1A40;village;Kunyang;OSM;Settlement;
192;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.897902;9.9276722;0101000020E610000016D1C0D9F7DA23404E0D349F73971740;village;Kurabi;OSM;Settlement;
193;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.6429214;11.0833382;0101000020E6100000D803F74DAB2A26401998CBFC59921A40;village;Kwajal;OSM;Settlement;
194;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.6741242;10.2563316;0101000020E6100000DADC3DE53D832440C6C4419D4DB21A40;village;Kwana;OSM;Settlement;
195;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.7682241;10.058321;0101000020E61000000C570740DC1D244003FFA556A9121740;village;Kwang;OSM;Settlement;
196;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.4882686;10.4326843;0101000020E61000003DFCEBCB88DD2440A2A712AFFCF31940;village;Laa-Bum;OSM;Settlement;
197;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3556919;10.0876801;0101000020E61000002005F467E42C2440F4CE577F3A6C1940;village;Laguran;OSM;Settlement;
198;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.1680004;10.8781491;0101000020E61000000F0643C29CC1254014DCFE4B08AC1840;village;Lam;OSM;Settlement;
199;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.6562228;10.9767292;0101000020E6100000B31886D915F42540E68EA3DEF89F1A40;village;Lassi;OSM;Settlement;
200;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3082898;10.730187;0101000020E6100000C0ED0912DB752540F3C24252B03B1940;village;Ma;OSM;Settlement;
201;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9946825;10.617517;0101000020E6100000B4722F302B3C2540349D9D0C8EFA1740;village;Mambin;OSM;Settlement;
202;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.7115941;10.8395482;0101000020E6100000D2D4FC42D9AD2540311BAE1FACD81A40;village;Mankem;OSM;Settlement;
203;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.0056298;10.1038897;0101000020E610000052C8DF073135244037887BD1C3051840;village;Mankon;OSM;Settlement;
204;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3752133;10.8454836;0101000020E6100000D39BF639E3B02540D21852EA37801940;village;Manntumbo;OSM;Settlement;
205;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.1395162;10.1123254;0101000020E61000002E05FFB6823924407D0CB155DD8E1840;village;Manta;OSM;Settlement;
206;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.6007476;10.2670393;0101000020E6100000547E0860B98824401A9AFC602A671A40;village;Mashi;OSM;Settlement;
207;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.7313035;10.5629563;0101000020E61000008227E3CE3B20254025CD1FD3DAEC1A40;village;Maya-Kilan;OSM;Settlement;
208;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5200617;11.0569486;0101000020E6100000211BED5D281D2640D19BE50D8B141A40;village;Mbak;OSM;Settlement;
209;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.1869549;10.067181;0101000020E61000003DD34B8C65222440CC4EF51A71BF1840;village;Mbakon;OSM;Settlement;
210;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.6084517;10.9458108;0101000020E61000003E682C5041E425404CC862F60D6F1A40;village;Mbala;OSM;Settlement;
211;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.2999914;10.6385052;0101000020E6100000E2A65027EA462540345310F230331940;village;Mbam;OSM;Settlement;
212;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.6896296;10.638759;0101000020E6100000240D6E6B0B4725400C6A09432EC21A40;village;Mbandé;OSM;Settlement;
213;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5793606;10.9284313;0101000020E6100000602AEC585BDB25401F5DB6E743511A40;village;Mbat;OSM;Settlement;
214;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.095396;10.5727093;0101000020E6100000E83A43273A25254047AD307DAF611840;village;Mbawere;OSM;Settlement;
215;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.4499312;11.0447162;0101000020E6100000EA33B10AE5162640D6CCB5C3BACC1940;village;Mbem;OSM;Settlement;
216;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5070502;10.8695695;0101000020E6100000BA32A83638BD254096B8E92A38071A40;village;Mbemgi;OSM;Settlement;
217;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9008389;9.8298808;0101000020E61000001928DF22E6A82340C4DB3983759A1740;village;Mbengok;OSM;Settlement;
218;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.1893007;10.8731634;0101000020E6100000DA20EE450FBF25408C70EE0AD8C11840;village;Mbiami;OSM;Settlement;
219;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.609984;10.895209;0101000020E6100000732B84D558CA254043554CA59F701A40;village;Mbibzi;OSM;Settlement;
220;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.6145883;10.9324638;0101000020E610000064682BE56BDD25405704A4A256751A40;village;Mbinji;OSM;Settlement;
221;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3478565;11.1363173;0101000020E61000000FC29261CB452640D9CD8C7E34641940;village;Mbirikwa;OSM;Settlement;
222;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.6289407;10.5530271;0101000020E61000007B9A385E261B25404F7EE60709841A40;village;Mbissa;OSM;Settlement;
223;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.45134;10.7630737;0101000020E61000001CE09398B1862540AE81AD122CCE1940;village;Mbiye;OSM;Settlement;
224;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3292388;10.3453962;0101000020E61000004A534EC5D7B02440114CDAF923511940;village;Mbo;OSM;Settlement;
225;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.380621;10.2387622;0101000020E6100000C20A010A3F7A2440EAAEEC82C1851940;village;Mbolem;OSM;Settlement;
226;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.1534071;10.8872821;0101000020E610000004A7E3D649C6254095E535C0169D1840;village;Mbomzem;OSM;Settlement;
227;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9031932;10.1311734;0101000020E6100000D335EE2829432440DBE09FADDE9C1740;village;Mboutou;OSM;Settlement;
228;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8496727;10.0889192;0101000020E610000014F93FD1862D24405137AB9910661740;village;Mbu;OSM;Settlement;
229;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8434622;9.968531;0101000020E61000000953944BE3EF23401BA6118EB45F1740;village;Mbufong;OSM;Settlement;
230;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.2456823;10.8117727;0101000020E61000003D92DCABA09F254002D30E2494FB1840;village;Mbui;OSM;Settlement;
231;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5808229;10.3790339;0101000020E6100000922639BB10C224404F12013DC3521A40;village;Mbuk;OSM;Settlement;
232;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8517584;9.8997297;0101000020E6100000D37A095FA9CC2340865FA05A33681740;village;Mbunjei;OSM;Settlement;
233;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.4316546;11.0245125;0101000020E6100000B8AF03E78C0C2640FEABD8A903BA1940;village;Mbwi;OSM;Settlement;
234;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.332898;10.2310933;0101000020E610000041A66BDC51762440809D9B36E3541940;village;Meh;OSM;Settlement;
235;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.2932425;10.3377128;0101000020E610000095E12EB1E8AC24406A300DC3472C1940;village;Mejong;OSM;Settlement;
236;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5547489;10.0560054;0101000020E61000007ECC62BDAC1C2440C8F77B1810381A40;village;Melang;OSM;Settlement;
237;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.2706522;10.230525;0101000020E610000020D26F5F077624409F5CAED925151940;village;Meli;OSM;Settlement;
238;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.0600238;10.5547124;0101000020E6100000105F8143031C254034ED07E1763D1840;village;Membé;OSM;Settlement;
239;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9274045;10.2075762;0101000020E61000001DDB7C6D476A244026A77686A9B51740;village;Menda Nkwe;OSM;Settlement;
240;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9884021;9.7158567;0101000020E6100000B63EF6C4846E2340DE301BAE1FF41740;village;Menka;OSM;Settlement;
241;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.1532431;10.6910707;0101000020E61000009972CF04D4612540C3595BC2EB9C1840;village;Mensay;OSM;Settlement;
242;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.1559872;10.2272881;0101000020E61000003B8A181B5F742440E260CA1BBB9F1840;village;Meyang;OSM;Settlement;
243;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.2957717;10.0928894;0101000020E6100000464A0E338F2F24404D54CAC6DE2E1940;village;Minyan;OSM;Settlement;
244;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.7448607;10.7679947;0101000020E6100000AE00F099368925407C4D6AC3BCFA1A40;village;Miribua;OSM;Settlement;
245;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5975171;10.2469989;0101000020E6100000C34BCBA3767E2440FB33CD85DB631A40;village;Missong;OSM;Settlement;
246;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3541837;10.2371877;0101000020E6100000E4068DAA70792440E81AC121AF6A1940;village;Mme-Bafumen;OSM;Settlement;
247;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8082598;9.7833234;0101000020E61000001062C2C30F9123409EAFFE74A83B1740;village;Mobang;OSM;Settlement;
248;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3539662;9.967523;0101000020E61000007041B62C5FEF2340BE8E931D766A1940;village;Modele;OSM;Settlement;
249;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.1263517;10.399853;0101000020E61000003C6A4C88B9CC24400F2D0D5762811840;village;Mufuo;OSM;Settlement;
250;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8739235;9.9664388;0101000020E6100000C52BFF10D1EE2340CCD24ECDE57E1740;village;Mukwo;OSM;Settlement;
251;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.7337386;9.9788306;0101000020E6100000EBA5CE4829F523405540EB2B59EF1A40;village;Munkep;OSM;Settlement;
252;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.0395256;10.5049659;0101000020E6100000BF30F4E38A0225404B6B1D6679281840;village;Muya;OSM;Settlement;
253;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5592296;10.2053744;0101000020E61000000ADF56D52669244016D22BAFA63C1A40;village;Mven;OSM;Settlement;
254;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.9796708;10.1481025;0101000020E610000064E94317D44B244077627BD22EEB1B40;village;Nangwa;OSM;Settlement;
255;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3524929;10.3947829;0101000020E6100000420AF9FB20CA2440EE4916E6F3681940;village;Nchain;OSM;Settlement;
256;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.8209148;10.6035153;0101000020E6100000714518F5FF342540A335ABE39D481B40;village;Ndaka;OSM;Settlement;
257;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.2470042;10.0344074;0101000020E6100000147BC3D89D11244009E643ABEEFC1840;village;Ndong;OSM;Settlement;
258;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.1082903;10.7097065;0101000020E61000006A847EA65E6B254068E503A7E36E1840;village;Ndze;OSM;Settlement;
259;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8288137;9.8351811;0101000020E610000080796DDB9CAB234033E8DF89B4501740;village;Nen;OSM;Settlement;
260;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.4489547;10.9884879;0101000020E6100000C3FB05161BFA2540BE8AE7C7BACB1940;village;Ngang;OSM;Settlement;
261;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9568576;10.0460811;0101000020E61000006BED22F19717244059B78B7AD2D31740;village;Ngembo;OSM;Settlement;
262;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8888918;9.9572152;0101000020E6100000DC77561C18EA2340F4BAEAA6398E1740;village;Ngenmewa;OSM;Settlement;
263;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3998059;11.1361495;0101000020E6100000C7BB2363B5452640CBFDC4B766991940;village;Ngomkila;OSM;Settlement;
264;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.7909006;10.7390724;0101000020E6100000A1C096B2677A25400F8CCDD8E1291B40;village;Ngomo I;OSM;Settlement;
265;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.8001227;10.7338692;0101000020E610000058152BB4BD7725401D26755D53331B40;village;Ngomo II;OSM;Settlement;
266;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.4292614;11.1526544;0101000020E6100000562EAFB7284E26409EBDE94C90B71940;village;Ngonnkor;OSM;Settlement;
267;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.4180386;10.4686782;0101000020E610000040B2CA96F6EF2440CDDC8D4F12AC1940;village;Ngonovisse;OSM;Settlement;
268;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.0861627;10.9498504;0101000020E61000005F2FA8CA52E625404D8AEA083B581840;village;Ngonsin;OSM;Settlement;
269;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.1343113;10.2517585;0101000020E6100000E3FA777DE6802440D8EEC3E688891840;village;Ngotin-Numeyang;OSM;Settlement;
270;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3263393;11.1188;0101000020E61000009487855AD33C26401F99B3E32B4E1940;village;Ngu;OSM;Settlement;
271;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3157146;11.0951982;0101000020E6100000B14687D1BD302640987A27B04A431940;village;Ngule;OSM;Settlement;
272;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3057502;10.2322546;0101000020E6100000EDB02E13EA7624405AFB969416391940;village;Ngunen;OSM;Settlement;
273;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5920239;11.0111947;0101000020E6100000EEC6CC4FBB0526402FCD63833B5E1A40;village;Ngung;OSM;Settlement;
274;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9952928;10.496034;0101000020E61000007B681F2BF8FD2440EEC627092EFB1740;village;Ngwala;OSM;Settlement;
275;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9713506;9.9116555;0101000020E6100000E36F7B82C4D22340C7CC4FBBA9E21740;village;Ngwokwong;OSM;Settlement;
276;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5142702;10.6731428;0101000020E610000064134F2CA6582540C23AE9D89C0E1A40;village;Ngé;OSM;Settlement;
277;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5174617;10.6929098;0101000020E6100000E327C412C5622540F2BAD97AE1111A40;village;Njap;OSM;Settlement;
278;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.6617657;10.260433;0101000020E61000002D996379578524404C755CE8A5A51A40;village;Nkang;OSM;Settlement;
279;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.675841;10.2658879;0101000020E6100000E2CD7575228824400A2FC1A90FB41A40;village;Nkannye;OSM;Settlement;
280;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3186122;10.7024997;0101000020E61000004EE6690AAE6725402B6DCC4642461940;village;Nkin;OSM;Settlement;
281;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3555943;11.1324109;0101000020E610000092448A5CCB432640789384E9206C1940;village;Nking;OSM;Settlement;
282;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.622029;10.7408252;0101000020E6100000F61ACC704D7B254083A7902BF57C1A40;village;Nkonchep;OSM;Settlement;
283;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9292011;10.1245098;0101000020E610000021109EBFBF3F244000A13F7E80B71740;village;Nsongwa (Bamenda);OSM;Settlement;
284;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9515925;9.9500442;0101000020E61000004C8281316CE62340BC79AA436ECE1740;village;Ntah Etuh;OSM;Settlement;
285;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3237792;11.0358643;0101000020E6100000183037CE5C1226400B804CC68C4B1940;village;Ntem;OSM;Settlement;
286;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.4845155;10.8710708;0101000020E61000004900EDFDFCBD2540CF9ECBD424F01940;village;Ntisso;OSM;Settlement;
287;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5918112;11.0711954;0101000020E6100000544035B97324264046A055C1035E1A40;village;Ntong;OSM;Settlement;
288;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.6536594;10.7084981;0101000020E6100000688E5143C06A254055E4C6E3589D1A40;village;Ntumbe II;OSM;Settlement;
289;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3587916;10.8577833;0101000020E6100000231C695F2FB725406C51B010676F1940;village;Ntumbo;OSM;Settlement;
290;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8688241;9.8231446;0101000020E61000000CC2813573A5234013E85D06AD791740;village;Numben;OSM;Settlement;
291;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8635114;9.9120055;0101000020E6100000548B8862F2D2234088E41A553C741740;village;Nyenjei;OSM;Settlement;
292;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.4258706;10.289134;0101000020E6100000C652245F09942440C44F2D6C17B41940;village;Nyos;OSM;Settlement;
293;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3936677;10.1516588;0101000020E61000001C4DE438A64D244056F723A01D931940;village;Nzéla;OSM;Settlement;
294;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.2200433;10.0615642;0101000020E61000007435C357851F2440D0D0E40753E11840;village;Obang;OSM;Settlement;
295;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8951692;9.8560683;0101000020E6100000DE488F954EB62340C28B193CA7941740;village;Ofit;OSM;Settlement;
296;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9142892;9.686172;0101000020E6100000A0DCB6EF515F23401158946D3BA81740;village;Olorunti;OSM;Settlement;
297;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8749812;9.9112711;0101000020E61000007494282092D2234097755A12FB7F1740;village;Oshum;OSM;Settlement;
298;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.2705685;10.0289519;0101000020E61000006A508FC8D20E2440A54FABE80F151940;village;Ossyan;OSM;Settlement;
299;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.7866631;10.0654597;0101000020E610000075690DEF8321244042E1FD028B251740;village;Pinyin;OSM;Settlement;
300;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.2755345;10.679479;0101000020E610000038A3E6ABE45B2540C9AD49B7251A1940;village;Rogwa;OSM;Settlement;
301;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.6119023;10.7695995;0101000020E6100000310917F2088A254083633B8496721A40;village;Sa;OSM;Settlement;
302;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.012418;10.3186687;0101000020E61000008684398B28A32440E486DF4DB70C1840;village;Sabga;OSM;Settlement;
303;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.7717215;10.5330361;0101000020E6100000BE2C921BEA102540F27A30293E161B40;village;Sabon-Geda;OSM;Settlement;
304;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.3776337;11.1673167;0101000020E61000003826D588AA5526404B789D68B2821940;village;Sabongari;OSM;Settlement;
305;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.4322505;10.4324131;0101000020E610000055B9F53F65DD2440F6B704E09FBA1940;village;Saf;OSM;Settlement;
306;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.402738;10.9649583;0101000020E6100000EC01A9030FEE2540016DAB59679C1940;village;Sam;OSM;Settlement;
307;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.0467003;10.6428603;0101000020E610000023CB38FC2449254083DA1434D22F1840;village;Shi;OSM;Settlement;
308;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.7951878;10.8544267;0101000020E61000008DA89A6A77B5254077B6ECB5452E1B40;village;Shia;OSM;Settlement;
309;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.4443324;10.8863508;0101000020E61000001F91A5C5CFC5254078369A12FFC61940;village;Sinna;OSM;Settlement;
310;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.4241536;10.9474107;0101000020E6100000CDC2E80313E5254034EC415255B21940;village;Sinyan;OSM;Settlement;
311;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.1367419;10.6367643;0101000020E61000004A8567F805462540BBF89111068C1840;village;Sop;OSM;Settlement;
312;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5104136;10.3610442;0101000020E61000002BD20EC9DAB8244008BCDDDCA90A1A40;village;Subum;OSM;Settlement;
313;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.8439319;10.018693;0101000020E61000000954FF20920924405F341AAF2F601B40;village;Supong;OSM;Settlement;
314;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.5081491;10.7342966;0101000020E6100000C42055B9F5772540A3F7D73C58081A40;village;Tabenken;OSM;Settlement;
315;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.065295;10.689364;0101000020E610000059147651F4602540895E46B1DC421840;village;Tan;OSM;Settlement;
316;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;6.2934645;10.6939327;0101000020E6100000FD3F98254B632540E12538F5812C1940;village;Tashibi;OSM;Settlement;
317;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.9422214;9.8166915;0101000020E6100000A5D7666325A22340875DCAAFD5C41740;village;Tezie;OSM;Settlement;
318;0;7;2017-03-23 12:36:44.559086+01;;;0;0;0;5.8625053;9.8053027;0101000020E6100000D1C2AFA2509C2340B581E09634731740;village;Tiben;OSM;Settlement;
